logFC	logCPM	PValue	FDR	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	DE	Regulation
EcoC0027	0.396774366934875	2.2778610313595	0.602629475132964	0.699042384152584	6	2	4	11	7	10	3.76946097440863	1.82631579515603	3.51914973443357	4.2411813802814	3.66145453634926	4.39669132406898	30.1	DOWN_CF_UP_NB
Eco1850	-0.193750277230469	7.94657601644658	0.603103656819559	0.699151385199842	543	212	285	207	189	1157	341.136218183981	193.589474286539	250.739418578392	79.8113223380228	98.8592724814301	508.697186194782	30.08	UP_CF_DOWN_NB
Eco0573	0.202025459940169	5.88516278508393	0.603473645672195	0.69933909515562	108	58	45	154	118	146	67.8502975393553	52.9631580595248	39.5904345123776	59.3765393239396	61.7216621841733	64.1916933314072	30.07	DOWN_CF_UP_NB
Eco2768	0.226570948078464	4.40082188186116	0.603646068805436	0.69933909515562	35	19	17	62	37	47	21.988522350717	17.3500000539823	14.9563863713427	23.9048405070406	19.3534025492747	20.6644492231242	30.07	DOWN_CF_UP_NB
Eco2811	-0.187545020548941	9.32816579809368	0.608382762300544	0.704604610654316	946	762	865	1595	1224	1241	594.318346965093	695.826317954447	761.016130071259	614.971300140803	640.231478927357	545.629393316961	29.54	UP_CF_DOWN_NB
Eco1066	0.193403944507322	6.4309563201247	0.608887426364531	0.704966985611344	155	68	88	270	162	188	97.3777418388895	62.094737035305	77.4212941575385	104.101724788725	84.7365192697972	82.6577968924969	29.5	DOWN_CF_UP_NB
Eco2048	-0.186948417028635	9.36533094129137	0.609485835315216	0.705259177724304	997	840	808	1743	1293	1137	626.358765247567	767.052633965532	710.86824635558	672.034467802771	676.322959357085	499.903803546644	29.47	UP_CF_DOWN_NB
Eco3573	0.229935720557312	3.80679643575857	0.609523505884145	0.705259177724304	26	11	9	36	18	40	16.334330889104	10.0447368733582	7.91808690247552	13.88022997183	9.41516880775525	17.5867652962759	29.47	DOWN_CF_UP_NB
Eco1178	0.185924496501822	11.2337880156932	0.609783010827564	0.705337428509165	4159	2207	2418	6787	5341	5174	2612.86469876091	2015.33947995468	2127.32601446509	2616.80891163363	2793.68981123449	2274.84809107329	29.47	DOWN_CF_UP_NB
Eco1748	-0.192513559282121	7.24050310582285	0.610282678226923	0.705693339151358	304	151	172	288	244	414	190.98602270337	137.88684253428	151.323438580643	111.04183977464	127.62784383846	182.023020816456	29.43	UP_CF_DOWN_NB
Eco1547	-0.195875930078478	5.94032458023708	0.611274164815102	0.706617556559847	87	103	52	125	103	153	54.6571841289251	94.0552634505355	45.7489465476364	48.1952429577432	53.8756881777106	67.2693772582555	29.34	UP_CF_DOWN_NB
Eco1277	0.187250565223693	8.60259509327674	0.61157988322326	0.706748711326219	529	419	423	994	770	1027	332.340809243694	382.613159085188	372.15008441635	383.248571999974	402.759998998419	451.540198981885	29.33	DOWN_CF_UP_NB
Eco1309	0.187732769845163	8.11256522623817	0.612395285477309	0.707468595039153	397	340	242	707	568	706	249.412667806704	310.473685176525	212.908558933231	272.592294168996	297.100882378055	310.40640747927	29.25	DOWN_CF_UP_NB
Eco1028	-0.185657144630242	8.42573511783171	0.613989014502605	0.709086904590505	487	523	355	796	678	686	305.954582422834	477.581580433302	312.324538930979	306.907307154909	354.638025092114	301.613024831132	29.09	UP_CF_DOWN_NB
EcoC0091	-0.378948245238438	2.30160235852459	0.615584680150034	0.7107064334898	8	4	5	6	3	14	5.02594796587817	3.65263159031206	4.39893716804196	2.31337166197167	1.56919480129254	6.15536785369658	28.93	UP_CF_DOWN_NB
Eco2422	0.462748039544641	1.2925584592658	0.61602635314836	0.710769891454291	1	3	0	4	4	2	0.628243495734771	2.73947369273404	0	1.54224777464778	2.09225973505672	0.879338264813797	28.92	DOWN_CF_UP_NB
EcoC0112	-0.592814724161717	1.24891291226928	0.61602635314836	0.710769891454291	1	2	3	4	3	0	0.628243495734771	1.82631579515603	2.63936230082517	1.54224777464778	1.56919480129254	0	28.92	UP_CF_DOWN_NB
Eco1960	0.206509023305291	4.66124534225818	0.616759234835025	0.711392201836696	57	12	21	61	44	69	35.809879256882	10.9578947709362	18.4755361057762	23.5192785633787	23.0148570856239	30.337170136076	28.86	DOWN_CF_UP_NB
Eco2638	0.198441688898087	5.29587886449448	0.617396879138065	0.711904306057568	60	43	33	65	70	137	37.6946097440863	39.2657895958546	29.0329853090769	25.0615263380265	36.6145453634926	60.2346711397451	28.81	DOWN_CF_UP_NB
EcoC0019	0.245641208410283	2.73678856385901	0.618210800504042	0.71261928587421	16	2	2	13	9	18	10.0518959317563	1.82631579515603	1.75957486721678	5.01230526760529	4.70758440387762	7.91404438332417	28.74	DOWN_CF_UP_NB
Eco1766	-0.184904825473477	7.55587398594845	0.618836103508885	0.713116462852245	287	232	234	502	281	421	180.305883275879	211.852632238099	205.870259464364	193.552095718297	146.981246387735	185.100704743304	28.69	UP_CF_DOWN_NB
Eco2891	0.212176357360968	5.11532565623281	0.619857683702509	0.714069835565786	37	49	29	76	64	102	23.2450093421865	44.7447369813227	25.5138355746434	29.3027077183079	33.4761557609075	44.8462515055036	28.59	DOWN_CF_UP_NB
EcoC0088	-0.392141651517222	1.84691133108667	0.621907406684833	0.716206650054337	4	5	2	4	0	11	2.51297398293908	4.56578948789007	1.75957486721678	1.54224777464778	0	4.83636045647588	28.38	UP_CF_DOWN_NB
Eco1222	-0.187631072639202	6.8640270905127	0.622518124527727	0.716685444962081	212	130	133	262	208	260	133.187621095771	118.710526685142	117.011728669916	101.01722923943	108.79750622295	114.313974425794	28.33	UP_CF_DOWN_NB
Eco1931	0.180109732455218	8.89950475859669	0.623567350612676	0.717272815733237	835	408	502	1562	1009	881	524.583318938534	372.56842221183	441.653291671413	602.247755999959	527.772518168058	387.348505650478	28.27	DOWN_CF_UP_NB
Eco2218	0.185622401888431	6.96751069985845	0.623698429588805	0.717272815733237	197	136	113	274	220	397	123.76396865975	124.18947407061	99.4159799977483	105.643972563373	115.07428542812	174.548645565539	28.27	DOWN_CF_UP_NB
Eco2256	0.182446219806875	7.43952816813803	0.623752396609068	0.717272815733237	287	181	157	452	337	452	180.305883275879	165.281579461621	138.126627076517	174.273998535199	176.272882678529	198.730447847918	28.27	DOWN_CF_UP_NB
Eco3229	0.24161697090187	3.2935785979576	0.623906461358463	0.717272815733237	19	6	6	13	17	32	11.9366264189607	5.47894738546809	5.27872460165035	5.01230526760529	8.89210387399107	14.0694122370208	28.27	DOWN_CF_UP_NB
Eco3322	0.182062981627676	7.84521885557911	0.624003934906119	0.717272815733237	351	228	243	783	546	322	220.513467002905	208.200000647787	213.788346366839	301.895001887304	285.593453835243	141.573460635021	28.27	DOWN_CF_UP_NB
Eco1006	-0.183682613438853	6.95159850264702	0.625668300954445	0.718961136076443	130	230	116	319	284	169	81.6716544455202	210.026316442943	102.055342298573	122.994260028161	148.550441189027	74.3040833767658	28.1	UP_CF_DOWN_NB
Eco1321	-0.205389883169499	5.00656188283749	0.62594712769869	0.71905676294387	63	32	35	87	51	60	39.5793402312906	29.2210527224965	30.7925601762937	33.5438890985893	26.6763116219732	26.3801479444139	28.09	UP_CF_DOWN_NB
Eco0755	-0.354900676544173	2.37492944496937	0.627674173325182	0.720545828185156	9	6	3	11	3	11	5.65419146161294	5.47894738546809	2.63936230082517	4.2411813802814	1.56919480129254	4.83636045647588	27.95	UP_CF_DOWN_NB
Eco2474	0.314925890816616	2.41306976317114	0.627674173325182	0.720545828185156	6	1	7	10	6	15	3.76946097440863	0.913157897578014	6.15851203525874	3.85561943661946	3.13838960258508	6.59503698610348	27.95	DOWN_CF_UP_NB
Eco2629	0.186774116519451	6.69874219851046	0.627831416669492	0.720545828185156	108	135	111	280	200	262	67.8502975393553	123.276316173032	97.6564051305315	107.957344225345	104.612986752836	115.193312690607	27.95	DOWN_CF_UP_NB
Eco1356	-0.180822571098098	7.38685593819067	0.628236566317115	0.72078577334011	293	173	214	409	255	402	184.075344250288	157.976316280997	188.274510792196	157.694834957736	133.381558109866	176.746991227573	27.92	UP_CF_DOWN_NB
Eco1930	0.179003192515459	7.97753865418631	0.628587103549682	0.720962930623598	435	226	256	732	529	545	273.285920644625	206.373684852631	225.225583003748	282.231342760544	276.701349961251	239.61967716176	27.9	DOWN_CF_UP_NB
Eco2336	0.183040712262315	6.23012223376363	0.629090727822873	0.721305297640672	145	77	51	230	186	112	91.0953068815418	70.3131581135071	44.869159114028	88.6792470422475	97.2900776801376	49.2429428295726	27.87	DOWN_CF_UP_NB
Eco2705	-0.191119331170685	5.55292914328456	0.629278043942774	0.721305297640672	72	55	59	131	85	77	45.2335316929035	50.2236843667908	51.9074585828951	50.5086146197149	44.4605193699553	33.8545231953312	27.87	UP_CF_DOWN_NB
Eco3534	-0.22600318440881	4.1623370070053	0.630579633728031	0.722571924433991	40	13	19	42	26	38	25.1297398293908	11.8710526685142	16.7159612385594	16.1936016338017	13.5996882778687	16.7074270314621	27.74	UP_CF_DOWN_NB
Eco2460	-0.175937336676045	9.06963077622121	0.631256998602169	0.723122694565776	871	677	616	1668	997	788	547.200084784986	618.207896660316	541.949059102769	643.117322028125	521.495738962888	346.459276336636	27.69	UP_CF_DOWN_NB
Eco0401	-0.19737735856539	5.02190198047356	0.631944335672273	0.723684541411613	33	41	50	99	50	54	20.7320353592474	37.4394738006986	43.9893716804196	38.1706324225326	26.153246688209	23.7421331499725	27.63	UP_CF_DOWN_NB
Eco0234	0.182861213863058	6.87124071886654	0.633110902273458	0.72479466731773	135	167	101	341	283	205	84.8128719241941	152.497368895528	88.8585307944475	131.476622788723	148.027376255263	90.1321721434142	27.52	DOWN_CF_UP_NB
Eco1819	-0.179087743905139	7.19940167334291	0.633678330532253	0.725218413149615	274	150	177	325	250	352	172.138717831327	136.973684636702	155.722375748685	125.307631690132	130.766233441045	154.763534607228	27.48	UP_CF_DOWN_NB
Eco0569	0.185109796201414	6.01503589493795	0.634264649543218	0.72528662453922	112	67	52	180	125	153	70.3632715222944	61.181579137727	45.7489465476364	69.4011498591502	65.3831167205226	67.2693772582555	27.47	DOWN_CF_UP_NB
Eco2623	-0.180296189541036	6.8938241540884	0.634329841646788	0.72528662453922	190	131	156	269	217	261	119.366264189607	119.62368458272	137.246839642909	103.716162845063	113.505090626827	114.753643558201	27.47	UP_CF_DOWN_NB
Eco3183	-0.232222979551032	4.18289605772888	0.634046288968511	0.72528662453922	39	14	20	39	35	32	24.5014963336561	12.7842105660922	17.5957486721678	15.0369158028159	18.3072726817463	14.0694122370208	27.47	UP_CF_DOWN_NB
Eco2665	0.174164631706313	9.49910594464391	0.63570081263476	0.726384833642397	217	1109	1012	2654	2023	494	136.328838574445	1012.69210841402	890.344882811692	1023.2813984788	1058.16036100494	217.196551409008	27.36	DOWN_CF_UP_NB
Eco2927	0.189315431483235	4.99390023695362	0.635544254010763	0.726384833642397	75	18	23	99	53	71	47.1182621801078	16.4368421564043	20.235110972993	38.1706324225326	27.7224414895016	31.2165084008898	27.36	DOWN_CF_UP_NB
Eco3014	0.239115934108148	3.91004452109829	0.635883132388801	0.726384833642397	20	17	11	65	23	16	12.5648699146954	15.5236842588262	9.67766176969231	25.0615263380265	12.0304934765762	7.03470611851038	27.36	DOWN_CF_UP_NB
Eco1363	-0.183688941412929	6.8694762630351	0.637001723820385	0.727436575571213	315	79	111	169	144	420	197.896701156453	72.1394739086631	97.6564051305315	65.1599684788688	75.321350462042	184.661035610897	27.26	UP_CF_DOWN_NB
EcoC0117	-0.406064470094342	2.41494122361931	0.638985502711	0.729475375144607	9	5	5	5	5	15	5.65419146161294	4.56578948789007	4.39893716804196	1.92780971830973	2.6153246688209	6.59503698610348	27.05	UP_CF_DOWN_NB
Eco0842	0.16918053858843	10.345085552314	0.64285419582349	0.73366408688207	2210	1119	1431	5001	3106	1304	1388.41812557384	1021.8236873898	1258.97581749361	1928.19528025339	1624.63968427154	573.328548658596	26.63	DOWN_CF_UP_NB
Eco1955	0.170641933435118	7.0955909187271	0.644211451901069	0.734679515716245	276	103	129	367	225	388	173.395204822797	94.0552634505355	113.492578935483	141.501233323934	117.689610096941	170.591623373877	26.53	DOWN_CF_UP_NB
Eco2163	0.68348578986935	1.38328342490755	0.644729994708968	0.734679515716245	1	1	2	8	1	3	0.628243495734771	0.913157897578014	1.75957486721678	3.08449554929557	0.52306493376418	1.3190073972207	26.53	DOWN_CF_UP_NB
Eco3406	0.170335650695874	8.38472337977884	0.644743231148152	0.734679515716245	470	282	440	679	500	1215	295.274442995342	257.510527117	387.106470787692	261.796559746461	261.53246688209	534.197995874382	26.53	DOWN_CF_UP_NB
EcoC0050	0.439176151589113	1.43770700723164	0.644729994708968	0.734679515716245	4	0	1	3	1	8	2.51297398293908	0	0.879787433608392	1.15668583098584	0.52306493376418	3.51735305925519	26.53	DOWN_CF_UP_NB
EcoC0180	0.267034199546504	2.85327690527023	0.64468863997903	0.734679515716245	10	4	7	10	12	22	6.28243495734771	3.65263159031206	6.15851203525874	3.85561943661946	6.27677920517017	9.67272091295177	26.53	DOWN_CF_UP_NB
Eco0613	-0.16738804270843	10.4471626043905	0.646303506891836	0.735773208836912	2132	1716	1730	3417	2598	2881	1339.41513290653	1566.97895224387	1522.03226014252	1317.46516149287	1358.92269791934	1266.68677046427	26.42	UP_CF_DOWN_NB
Eco2247	0.169253842118022	8.28229657707752	0.646169334499256	0.735773208836912	585	267	299	845	441	972	367.522445004841	243.81315865333	263.056442648909	325.799842394344	230.671635790004	427.358396699505	26.42	DOWN_CF_UP_NB
EcoR056	-0.181078483930493	5.35313294188917	0.64615991393786	0.735773208836912	59	53	48	65	55	133	37.0663662483515	48.3973685716348	42.2297968132028	25.0615263380265	28.7685713570299	58.4759946101175	26.42	UP_CF_DOWN_NB
Eco1594	0.167300422582626	9.80779257742671	0.647774722162023	0.737219776677275	1120	1101	933	3337	1657	1562	703.632715222944	1005.38684523339	820.841675556629	1286.62020599991	866.718595247247	686.763184819575	26.28	DOWN_CF_UP_NB
Eco2490	-0.185007130219823	4.67756033391779	0.648652229415907	0.737989970700364	23	38	35	41	43	71	14.4496004018997	34.7000001079645	30.7925601762937	15.8080396901398	22.4917921518598	31.2165084008898	26.2	UP_CF_DOWN_NB
Eco0049	0.18409681029847	4.278325629583	0.65047189870953	0.739602443444551	42	9	17	45	29	57	26.3862268208604	8.21842107820213	14.9563863713427	17.3502874647876	15.1688830791612	25.0611405471932	26.04	DOWN_CF_UP_NB
Eco3028	0.202010805818232	4.2661973460424	0.65047189870953	0.739602443444551	32	16	17	62	47	21	20.1037918635127	14.6105263612482	14.9563863713427	23.9048405070406	24.5840518869165	9.23305178054487	26.04	DOWN_CF_UP_NB
Eco1358	0.164485555599033	8.24505338852093	0.655326837543711	0.74489222474047	563	215	345	1033	636	515	353.701088098676	196.328947979273	303.526664594895	398.28548780279	332.669297874019	226.429603189553	25.51	DOWN_CF_UP_NB
Eco0928	-0.163288127253609	9.6553623409875	0.655658366531939	0.745038687904608	1619	652	1068	1931	1510	1695	1017.12621959459	595.378949220865	939.612979093762	744.520113211217	789.828049983912	745.239179429693	25.5	UP_CF_DOWN_NB
Eco2942	0.170464924466868	6.78199627333572	0.656510409066232	0.745776348494273	203	103	96	342	216	228	127.533429634159	94.0552634505355	84.4595936264056	131.862184732385	112.982025693063	100.244562188773	25.42	DOWN_CF_UP_NB
Eco0954	-0.177589291633495	5.47020687759685	0.657387095936743	0.746541539902215	93	39	49	80	63	132	58.4266451033337	35.6131580055426	43.1095842468112	30.8449554929557	32.9530908271434	58.0363254777106	25.35	UP_CF_DOWN_NB
Eco0096	-0.163974208904246	7.63643052063355	0.658991357499423	0.747439750128935	267	289	224	262	244	755	167.741013361184	263.902632400046	197.07238512828	101.01722923943	127.62784383846	331.950194967208	25.26	UP_CF_DOWN_NB
Eco0524	0.174006940839385	5.4821085086068	0.658764536934534	0.747439750128935	73	43	42	94	101	112	45.8617751886383	39.2657895958546	36.9510722115524	36.2428227042229	52.8295583101822	49.2429428295726	25.26	DOWN_CF_UP_NB
Eco0702	0.178694402810217	5.78577736689763	0.658916139365845	0.747439750128935	54	81	51	168	131	88	33.9251487696776	73.9657897038192	44.869159114028	64.7744065352069	68.5215063231076	38.6908836518071	25.26	DOWN_CF_UP_NB
Eco2943	0.266665239093455	3.45433547771694	0.658582692883934	0.747439750128935	10	7	16	38	18	17	6.28243495734771	6.3921052830461	14.0765989377343	14.6513538591539	9.41516880775525	7.47437525091727	25.26	DOWN_CF_UP_NB
Eco2308	-0.161951603529679	8.77704284380529	0.660847780593603	0.749314139871093	1000	359	488	1137	1001	631	628.243495734771	327.823685230507	429.336267600895	438.383929943632	523.587998697945	277.431222548753	25.07	UP_CF_DOWN_NB
Eco1297	0.162117441433301	7.83729838897089	0.663262364842561	0.751522967254758	336	206	278	780	470	395	211.089814566883	188.110526901071	244.580906543133	300.738316056318	245.840518869165	173.669307300725	24.85	DOWN_CF_UP_NB
Eco2018	-0.159480636217807	9.32078320584888	0.663409148188708	0.751522967254758	1165	666	774	1774	1140	1204	731.903672531008	608.163159786958	680.955473612895	683.986888056292	596.294024491166	529.361635417906	24.85	UP_CF_DOWN_NB
Eco3111	0.16639629582843	6.96587333009987	0.66308594406776	0.751522967254758	205	92	155	404	246	245	128.789916625628	84.0105265771773	136.367052209301	155.767025239426	128.673973705988	107.71893743969	24.85	DOWN_CF_UP_NB
Eco0929	-0.161483773991074	8.20797081314814	0.664202446007704	0.751958174168254	706	213	334	527	472	874	443.539907988748	194.502632184117	293.849002825203	203.191144309845	246.886648736693	384.270821723629	24.8	UP_CF_DOWN_NB
Eco1115	0.159442434364687	8.73517376149895	0.664108932997508	0.751958174168254	794	412	373	1212	914	908	498.825335613408	376.221053802142	328.16071273593	467.301075718278	478.081349460461	399.219572225464	24.8	DOWN_CF_UP_NB
Eco1361	-0.161298158746464	8.10184927716571	0.664885748460536	0.752500003491665	653	194	316	624	471	655	410.243002714806	177.152632130135	278.012829020252	240.590652845054	246.363583802929	287.983281726518	24.75	UP_CF_DOWN_NB
Eco3397	-0.204679818298903	4.32232443783315	0.665519829512548	0.752985808952947	32	17	29	33	38	47	20.1037918635127	15.5236842588262	25.5138355746434	12.7235441408442	19.8764674830389	20.6644492231242	24.7	UP_CF_DOWN_NB
Eco1483	0.207336990355134	4.05164735186185	0.666049033885828	0.75335269186594	21	17	16	53	34	25	13.1931134104302	15.5236842588262	14.0765989377343	20.4347830140831	17.7842077479821	10.9917283101725	24.66	DOWN_CF_UP_NB
Eco2456	0.160671155771833	7.48916546555892	0.666960705653897	0.753919912049116	284	194	170	422	368	477	178.421152788675	177.152632130135	149.563863713427	162.707140225341	192.487895625218	209.722176158091	24.61	DOWN_CF_UP_NB
EcoC0126	0.383421678053997	2.08372526905395	0.666909872103813	0.753919912049116	4	3	3	4	7	12	2.51297398293908	2.73947369273404	2.63936230082517	1.54224777464778	3.66145453634926	5.27602958888278	24.61	DOWN_CF_UP_NB
Eco1840	0.160040919505736	7.58570526721723	0.667710663054353	0.754535627847465	323	193	183	440	325	601	202.922649122331	176.239474232557	161.001100350336	169.647255211256	169.996103473359	264.241148576546	24.55	DOWN_CF_UP_NB
Eco1239	0.254074129391279	3.49362960407054	0.668767957552126	0.755266055902186	9	14	11	19	23	31	5.65419146161294	12.7842105660922	9.67766176969231	7.32567692957697	12.0304934765762	13.6297431046139	24.47	DOWN_CF_UP_NB
Eco3572	-0.579081792501534	1.45890189498357	0.668741280506181	0.755266055902186	6	1	1	2	4	3	3.76946097440863	0.913157897578014	0.879787433608392	0.771123887323891	2.09225973505672	1.3190073972207	24.47	UP_CF_DOWN_NB
Eco2050	0.155730715305154	11.7027105786723	0.669031808861146	0.75533198076584	3720	4081	3858	10328	8218	5128	2337.06580413335	3726.59738001588	3394.21991886117	3982.08375414058	4298.54762567403	2254.62331098258	24.47	DOWN_CF_UP_NB
Eco0452	0.155202204323115	10.4894222978427	0.670612293565272	0.756883878153497	2324	1541	1375	4520	2865	2954	1460.03788408761	1407.17632016772	1209.70772121154	1742.73998535199	1498.58103523438	1298.78261712998	24.31	DOWN_CF_UP_NB
EcoC0178	-0.245810288375977	3.2451805158435	0.671532420817368	0.757689741843046	14	15	6	12	14	26	8.7954089402868	13.6973684636702	5.27872460165035	4.62674332394335	7.32290907269853	11.4313974425794	24.23	UP_CF_DOWN_NB
Eco0287	-0.154749882694697	8.85210879461658	0.673442522819861	0.759611756331945	756	555	541	1375	849	762	474.952082775487	506.802633155798	475.96500158214	530.147672535175	444.082128765789	335.027878894057	24.04	UP_CF_DOWN_NB
Eco0312	-0.155054302883421	8.04943391462098	0.674598909208073	0.760682696395361	376	334	334	708	479	514	236.219554396274	304.994737791057	293.849002825203	272.977856112658	250.548103273042	225.989934057146	23.93	UP_CF_DOWN_NB
Eco3359	-0.157340352425966	7.02035886150892	0.675528057984687	0.761496823413587	224	169	128	272	260	284	140.726543044589	154.323684690684	112.612791501874	104.872848676049	135.996882778687	124.866033603559	23.85	UP_CF_DOWN_NB
Eco3276	-0.158782882225878	7.16258468452793	0.675988103335463	0.761781811116236	256	126	198	306	260	340	160.830334908101	115.05789509483	174.197911854462	117.981954760555	135.996882778687	149.487505018345	23.82	UP_CF_DOWN_NB
Eco3083	0.155331021294234	7.58465577825827	0.676866340377061	0.762537746621537	321	168	211	540	401	420	201.666162130862	153.410526793106	185.635148491371	208.203449577451	209.749038439436	184.661035610897	23.75	DOWN_CF_UP_NB
EcoC0066	0.191899223819227	2.69936941242726	0.677827191101646	0.763386260566683	17	0	3	10	9	19	10.6801394274911	0	2.63936230082517	3.85561943661946	4.70758440387762	8.35371351573107	23.66	DOWN_CF_UP_NB
EcoC0013	-0.21672046892903	3.54382951421224	0.678364963959624	0.763757919606609	25	7	13	21	20	25	15.7060873933693	6.3921052830461	11.4372366369091	8.09680081690086	10.4612986752836	10.9917283101725	23.62	UP_CF_DOWN_NB
Eco0513	0.156063912714606	6.78880683296506	0.678693926432264	0.763894327484692	205	110	91	266	229	280	128.789916625628	100.447368733582	80.0606564583636	102.559477014078	119.781869831997	123.107357073932	23.61	DOWN_CF_UP_NB
Eco1043	0.154314902550997	7.27503438408945	0.679485098468415	0.764082967870876	278	139	152	362	235	506	174.651691814266	126.928947763344	133.727689908476	139.573423605624	122.920259434582	222.472580997891	23.59	DOWN_CF_UP_NB
Eco2508	0.351643664793975	2.16709894341955	0.679418494968608	0.764082967870876	5	4	2	9	6	10	3.14121747867386	3.65263159031206	1.75957486721678	3.47005749295751	3.13838960258508	4.39669132406898	23.59	DOWN_CF_UP_NB
Eco2509	0.331836933126005	2.17295424905301	0.679418494968608	0.764082967870876	3	3	5	7	5	13	1.88473048720431	2.73947369273404	4.39893716804196	2.69893360563362	2.6153246688209	5.71569872128968	23.59	DOWN_CF_UP_NB
Eco0740	-0.166177920762445	5.0939023352008	0.680411975027163	0.764891259999954	38	45	47	46	58	105	23.8732528379213	41.0921053910107	41.3500093795944	17.7358494084495	30.3377661583225	46.1652589027243	23.51	UP_CF_DOWN_NB
Eco0389	0.151653957037913	8.51885726096234	0.681623907058041	0.766019407626217	470	392	439	990	803	802	295.274442995342	357.957895850582	386.226683354084	381.706324225326	420.021141812637	352.614644190333	23.4	DOWN_CF_UP_NB
Eco3131	-0.149431583558944	8.14197351201268	0.685570133398513	0.770218768451385	428	381	309	652	409	763	268.888216174482	347.913158977224	271.854316984993	251.386387267589	213.93355790955	335.467548026464	22.98	UP_CF_DOWN_NB
EcoC0018	0.251195247894643	2.67638745665387	0.686210344555117	0.770467082035617	7	6	5	13	12	13	4.3977044701434	5.47894738546809	4.39893716804196	5.01230526760529	6.27677920517017	5.71569872128968	22.95	DOWN_CF_UP_NB
EcoC0181	0.310557281105784	2.69181128069273	0.686210344555117	0.770467082035617	9	5	4	7	8	24	5.65419146161294	4.56578948789007	3.51914973443357	2.69893360563362	4.18451947011344	10.5520591777656	22.95	DOWN_CF_UP_NB
Eco3579	-0.179214846967854	4.87980857838934	0.686784135575895	0.770875872481524	53	18	46	31	23	127	33.2969052739429	16.4368421564043	40.470221945986	11.9524202535203	12.0304934765762	55.8379798156761	22.91	UP_CF_DOWN_NB
Eco1360	-0.151149613074519	7.67963088989612	0.687771647417294	0.771748649543948	522	129	223	529	298	499	327.943104773551	117.797368787564	196.192597694671	203.962268197169	155.873350261726	219.394897071042	22.83	UP_CF_DOWN_NB
EcoC0033	-0.37169852179513	1.55756098456102	0.689213267103967	0.773130292912476	2	3	3	3	2	6	1.25648699146954	2.73947369273404	2.63936230082517	1.15668583098584	1.04612986752836	2.63801479444139	22.69	UP_CF_DOWN_NB
Eco3109	-0.14928728293349	6.68185137933139	0.689959252262496	0.773730997961237	160	126	120	246	193	213	100.518959317563	115.05789509483	105.574492033007	94.8482381408387	100.951532216487	93.6495252026694	22.63	UP_CF_DOWN_NB
Eco0861	0.152815496224403	6.31118775396131	0.690245020466564	0.773815399583742	141	76	72	177	158	218	88.5823328986027	69.4000002159291	63.3446952198042	68.2444640281644	82.6442595347405	95.8478708647039	22.62	DOWN_CF_UP_NB
Eco1324	0.17133609852302	5.32010375474285	0.691665553317114	0.774470717118386	53	37	48	82	67	128	33.2969052739429	33.7868422103865	42.2297968132028	31.6160793802796	35.0453505622001	56.277648948083	22.55	DOWN_CF_UP_NB
Eco1933	-0.144792368573339	10.5910826062421	0.691467504566917	0.774470717118386	2745	1521	1981	4046	2984	2893	1724.52839579195	1388.91316221616	1742.85890597822	1559.98362405623	1560.82576235231	1271.96280005316	22.55	UP_CF_DOWN_NB
Eco2476	-0.150380919259398	7.38201706638188	0.691177036197549	0.774470717118386	346	150	191	498	311	265	217.372249524231	136.973684636702	168.039399819203	192.009847943649	162.67319440066	116.512320087828	22.55	UP_CF_DOWN_NB
Eco2821	0.185638782877539	4.19000584271065	0.691672297143542	0.774470717118386	27	14	20	91	32	4	16.9625743848388	12.7842105660922	17.5957486721678	35.0861368732371	16.7380778804538	1.75867652962759	22.55	DOWN_CF_UP_NB
Eco3605	-0.149450219223347	6.82703600560494	0.692359531841463	0.775004153181857	199	145	111	309	240	172	125.020455651219	132.407895148812	97.6564051305315	119.138640591541	125.535584103403	75.6230907739865	22.5	UP_CF_DOWN_NB
Eco0061	-0.154242179440627	5.99201942104663	0.692597445187839	0.775034462255858	94	63	93	186	143	72	59.0548885990685	57.5289475474149	81.8202313255804	71.7145215211219	74.7982855282778	31.6561775332967	22.5	UP_CF_DOWN_NB
Eco0098	-0.144652524810127	8.66800143517514	0.693555078891002	0.775869893488534	504	565	508	1009	776	823	316.634721850325	515.934212131578	446.932016273063	389.032001154903	405.898388601004	361.847695970877	22.41	UP_CF_DOWN_NB
Eco2153	-0.246744008317005	3.10916910710837	0.693947779508292	0.776073026307417	23	5	5	15	9	23	14.4496004018997	4.56578948789007	4.39893716804196	5.78342915492919	4.70758440387762	10.1123900453587	22.39	UP_CF_DOWN_NB
Eco1888	0.143835392028735	9.95172347753988	0.694189542827385	0.776107286932319	1353	1099	1098	2885	2102	2054	850.013449729145	1003.56052943824	966.006602102014	1112.34620746471	1099.48249077231	903.08039796377	22.39	DOWN_CF_UP_NB
Eco2815	0.14394289142391	9.31046577712624	0.694642566070994	0.776377644535413	979	598	733	2054	1411	1059	615.050382324341	546.068422751653	644.884188834951	791.944232281637	738.044621541259	465.609611218906	22.36	DOWN_CF_UP_NB
Eco0506	0.151118859123285	6.68622969954395	0.69524565379207	0.776815508613875	181	93	102	308	180	245	113.712072727994	84.9236844747553	89.7383182280559	118.753078647879	94.1516880775525	107.71893743969	22.32	DOWN_CF_UP_NB
